title,category
"[오늘증시] 9000 문턱서 급락 코스피, 외인·기관 2조 탈출…환율 1535원",Economic
"""치맥보다 좋은 건 없다""…젠슨 황 효과에 홍대·잠실 술 매출 '들썩'",Economic
"억대 성과급이 만든 국평 26억… 판교 집값, 잠실 뺨쳤다",Economic
"李 대통령 ""달러-원 환율 높은 건 사실…초과이윤 신중하게""",Economic
"핌코 ""미 정책금리 인상돼도 빅테크 AI 투자 지속될 전망""",Economic
"[속보] 네이버, '폭락장'서 저력 과시…코스피 8%·코스닥 9%↓",Economic
"젠슨 황, '로봇 친화 빌딩' 현대차 양재 사옥 둘러봐",Economic
"[단독]레미콘 파업에 공정 '올스톱'…현대·대우, 수도권 현장 '셧다운'",Economic
"정의선, 젠슨 황에 ""새만금 AI 밸리 사업 참여"" 공식 제안",Economic
"""보육원 리모델링 보고하러 왔다""…SK하닉 직원의 특별한 '돈 자랑'",Economic
"""폭염 온다""…中, 중동 위기 속 LNG '싹쓸이' 나서",Economic
'검은 월요일'에 속수무책…코스피 8% 급락 7400선 마감,Economic
"시총 83.1%가 밸류업 참여…밸류업 지수는 역대 최대, 4000 코앞",Economic
"메디톡스, 이노톡스 간담회 돌연 취소…안정성 검증 부담됐나",Economic
대통령도 고민한다는 초과세수 활용법…미래대응기금 추진하는 이유,Economic
"'차세대 비만약' 영토 확장 본격화…K바이오, 독자 기술로 틈새 파고들까",Economic
"""주식 계좌 보니 멘붕""…'빚투' 신용·레버리지 투자자 피눈물",Economic
멈춰선 수도권 레미콘…공장 가동률 10%대 추락,Economic
"젠슨 황·정의선, 연이틀 AI 동맹 구체화…“다음 물결은 모빌리티와 피지컬 AI”",Economic
'검은 월요일' 코스피 7% 폭락…7600선 와르르,Economic
"[현장연결] 네이버·엔비디아, AI공장 짓고 서비스까지 함께 판다",Economic
"이란산 원유, 중국 수요 쪼그라들자 '떨이' 판매",Economic
"‘브로드컴 쇼크’가 쏘아올린 공 “AI, 실제로 돈 돼?”…거품론 재점화",Economic
"""신기하다, 정말 멋지다!""…젠슨 황이 감탄한 현대차 로봇은?",Economic
[뉴스줌인]코스피·코스닥 멈춘 블랙먼데이…AI 랠리 과열에 금리 쇼크,Economic
코스피 이어 코스닥도 서킷브레이커…8% 급락에 거래 중단,Economic
"[현장] ""엔비디아는 현대차를 사랑해""…젠슨 황, 정의선과 양재 로비 투어",Economic
"1555원 뚫었던 원·달러 환율, 구두 개입에 1535원으로 떨어져",Economic
"“반도체·방산은 슈퍼호황, 조선·화장품도 질주”…FT가 꼽은 세계 경제 승자 韓",Economic
“로봇도 옷 입는 시대 온다”… 휴머노이드 의류 선보인 한세실업,Economic
이 정도면 BBQ와 ‘깐부’…젠슨 황 방한엔 ‘치킨’이 있었다,Economic
"SK하이닉스, 한미반도체에 HBM4용 TC본더 442억 주문",Economic
"GV80, 매달 26만원 더 싸게 탄다?… 고물가 시대의 車 타는 법",Economic
"17년 만에 열린 환율 1550원 시대…李대통령 ""일시적 현상"" 진화 안간힘",Economic
"젠슨 황 ""모빌리티·피지컬 AI 시대 온다, 지금이 현대차의 시대""",Economic
"""충북 대전환 미래 설계""... 신용한 충북지사 인수위 10일 가동",Society
"'댓글 조작' 리박스쿨 대표, 첫 공판서 선거법 위반 혐의 부인",Society
"잠실 개표소 시위 나흘째…훈련용품 빼려다 ""제발요"" 손비빈 유소년 국가대표팀",Society
"경찰, ‘폭발 사고’ 한화에어로 1명 입건… “원인 규명”",Society
'불촬'도 모자라 휴지에 캡사이신 살포…'기괴한 범죄' 잡고 보니 사회복무요원[자막뉴스],Society
"‘부산 돌려차기’ 가해자, 손해배상도 안하면서…“영치금 사용 보장해라”신청",Society
"제주도, 北에 한라봉 묘목·산림방제 약품 등 보냈다",Society
재선 성공 박완수 지사 “휴대전화·이메일 공개”…경남도 조직혁신 나선다,Society
"이원택 ""경찰, 선거 전 결과 내주겠다더니""...전북청장 ""도대체 누가""",Society
"제천 추락 사고 중상자 2명 끝내 숨져…운전자는 ""급발진""",Society
"하나된 전남·광주, 빠르게 무르익는 '반도체·AI의 꿈'",Society
"""사진 한 장 찍다 참변""…개장 전 동해안 덮친 너울성 파도",Society
"""잡고 보니 현직 경찰관""…만취 운전대 잡은 경위 '직위해제'",Society
"""K젠슨으로 불러줘""…'젠슨 황' 서울대 방문에 학생들 '열광'",Society
"오세훈, 이재명 '전세시장 정상화' 직격…""현장 고통 몰라""",Society
"“BTS 콘서트 암표 뿌리 뽑는다”… 부산경찰, 전담반 70명 투입",Society
조카 집단폭행에 분노…가해 학생 신상 공개한 삼촌 불구속 송치 예정,Society
"한화에어로스페이스 대표이사, 중대재해법 위반 혐의 입건",Society
"올릭스 ""비만약 영장류 중간 데이터서 지방 감소""",Society
"한라산서 40대 심정지, 여고생이 심폐소생술로 살렸다",Society
"""갓길에 정차하고 술 마신 것"" 황당 주장…만취 운전한 공무원 벌금형",Society
스타벅스 '탱크데이' 후폭풍에 대표 교체…신동우 신임 대표 내정,Society
"경찰 내부선 '개표소봉쇄' 대응 논란…""시위대가 경찰력 통제했다""",Society
서울대 과잠입은 젠슨 황 “한국은 모든 조건 갖춘 나라”,Society
김병기 수사 장기화에 경찰 “일부 1차 결론 내려…수사 보완 중” [세상&],Society
"""빨간불이네"" 경차가 인도 위로 쏙...얌체같이 달렸다[영상]",Society
"투표지 부족 시위, 오후 3시 최대 1만2천명...경찰에 박수치고 쓰레기 정리[종합]",Society
"오세훈, 李대통령 겨냥 “전세 소멸은 정책 참사”",Society
"잠실 시위대, 경찰한테 “시진핑 개×× 해봐” “중국 공안이냐”…폭행까지",Society
화장실에 카메라 설치하고 휴지에 캡사이신… 사회복무요원 구속기소,Society
"삼성중, 세계 최초 FLNG 3기 동시 건조 신기원 열었다",Society
"‘음료 3잔 횡령’ 아르바이트생 고소한 점주, ‘쪼개기’로 임금 체불 적발 [자막뉴스]",Society
첫 여성 경기지사 추미애 “GTX 확충·반도체 육성해 ‘경기 대전환’”,Society
"닭꼬치 위에서 '냠냠'…노점상 음식 점령한 비둘기, 위생 '경악'",Society
"[단독] 경기 교직원 6만 5천 명 '소속, 이름, 생년월일' 유출",Society
민형배 당선인 “전남광주에 기대 넘는 세계적 반도체 기업 투자 계획”,Society
"“성조기 배제, 반미단체 지령”…개표소 시위, 하룻새 “부정선거” 급변",Society
"한동훈, 李 회견 발언에 '탄핵' 엄포… ""공소취소 한다는 뜻 아니냐""",Society
“음료 3잔 마신” 알바생 고소하더니…49명 임금체불 적발된 빽다방 점주,Society
'실거주 아니면 부담 져야'…부동산 대응 일관된 기조 재확인,Society
서울대 찾은 젠슨 황 “나는 K-젠슨…AI 시대를 두려워말고 활용하라”,Society
'서소문 고가 붕괴' 10여명 조사…김병기 의혹은 추가 압수수색(종합),Society
송파 개표소 시위서 여자 주니어 핸드볼 대표팀 가방 검사 요구 [뉴시스Pic],Society
"오세훈, 시의회·자치구 없는 '홀로서기'...정책 엇박자 우려",Society
"""일베 탱크로 밀어야"" 발언, 고개 숙인 최욱…""극우 향한 사과는 아냐""",Society
"""재선거"" 구호 통일하던 개표소 집회에...""부정선거"" 성조기까지 등장",Society
울산시 지정문화재 '골촉 박힌 고래뼈' 국가유산 지정 전망,Culture
"‘독서도 힙하게’···20대가 서점으로, 소설이 베스트셀러 휩쓸었다",Culture
당분간 예년 초여름 날씨…동쪽 곳곳 소나기[날씨],Culture
"콘진원, 2026 콘텐츠산업포럼 개최…글로벌 K콘텐츠 비전 모색",Culture
"""소통과 공감, 새 60년 열다""…'미래 의료' 논할 학술대회 열린다",Culture
"서울성모병원 “첫째 조산한 쌍둥이 산모, 22주 후 둘째 만삭 출산”",Culture
"""화사 'So Cute' 매력적"" 젠슨 황, 깜짝 팬심...""이재용·최태원·정의선 중 찐친?"" 질문엔",Culture
"'토이 스토리5' 우디, 탈모 시작… 세월에 밀려나는 장난감 나라",Culture
"""눈 뜨자마자 '이것' 하면 손해""⋯5년 더 늙게 만드는 아침 습관은?",Culture
낮 최고 30도 초여름 날씨…오존은 '나쁨' [내일 날씨],Culture
"'토이 스토리5' 우디, 탈모 시작… 세월에 밀려나는 장난감 나라",Culture
"스폰지 같은 가지, 기름 범벅 막는 요리 방법은?",Culture
"젠슨 황 ""지금이 현대차의 시간""…직원 환호 쏟아진 양재 사옥[TF현장]",Culture
버려졌던 ‘양배추’ 질긴 겉잎…영양 가장 많았다,Culture
"27년간 비만 다룬 의사, “다이어트에서 가장 중요한 건…”",Culture
"죽은 아들이 돌아왔다, 그런데 인간이 아니다···고레에다가 AI시대에 던지는 질문",Culture
[날씨] 내일 맑고 예년의 초여름 날씨...자외선·오존 강해,Culture
"""다음 AI 물결은 현대차의 시간""...젠슨 황, 넥쏘·모베드 둘러본 이유는",Culture
폐수소차에서 희토류 자원 채굴…수소 발전기 등 재활용,Culture
'착한가격 숙박업소' 5배 늘린 부산시…BTS '바가지 도시' 차단,Culture
"들깨 농사의 핵심은 '꿀잠', 알고 계셨나요?",Culture
[날씨] 당분간 이맘때 초여름 날씨…동쪽 곳곳 소나기,Culture
옷까지 입은 로봇에 ‘소름 쫙’…패션의 미래 보여준 이 기업 [현장],Culture
"SK ""美 진출 지원"" 삼성 ""혁신기업 투자 확대""...생태계 확장 나서는 K바이오",Culture
"5분 먼저 나온 정의선, 포옹한 젠슨 황…다시 만난 '깐부'",Culture
‘성비위 해임 부적절 채용’… 부산시 인사 검증 도마,Culture
"탈모약, 바르기 귀찮다고 덜컥 먹었다간… 부종에 얼굴에도 굵은 털이?",Culture
"""내 겨드랑이 땀이 그렇게 웃겨?""⋯땀 자국 없이 뽀송하게 여름 나려면 '이렇게' [헬스+]",Culture
"등장하자마자 ""와"" 직원들 환호…현대차 사옥에 젠슨 황 떴다 [영상]",Culture
"손민수, “운동하다가 무릎서 ‘뚝’ 소리”… 진단명 봤더니?",Culture
“기술력만으로는 생존 못 해” 의료 AI 시장 안착 전략 살펴보니,Culture
"""현대차의 시대 왔다""…로봇 컨트롤타워 찾은 젠슨 황(종합)",Culture
"젠슨 황, 현대차 양재 사옥 방문…피지컬 AI 기술력 확인(상보)",Culture
"""한반도 직접 상륙 아니더라도""...작년과 다른 태풍 변수 등장 [지금이뉴스]",Culture
국산 혈액암 항암제 ‘림카토’ 개발…“투여까지 시간 4주로 단축”,Culture
배고플 때 ‘아삭아삭’ 씹으면 좋은 간식은?,Culture
"정용진 회장, 이마트 등기이사로…""주주 평가 받겠다""",Culture
"젠슨 황, 현대차 본사 첫 방문…정의선 ""환영합니다""[젠슨황 2차 깐부회동]",Culture
[2시뉴스 날씨] 흐리고 낮 더위 주춤…동쪽 소나기,Culture
"“13만원 티켓 억지로 많이 팔더니 결국”…화장실 줄서기만 30분, ‘뷰민라’ 관객 불만 속출",Culture
“췌장암 위험 높다”…혈당 스파이크 못 잡는 결정적 이유?,Culture
전시는 안 되는데 판매는 된다고?…법망 교묘히 피하는 ‘편법 동물원’,Culture
“고급 호텔도 안심 못 한다” 다시 고개 든 빈대 공포…어떻게 대처하지?,Culture
"에스파 지젤, 눈에 띄게 마른 모습에 결국 해명… “ADHD 때문”",Culture
"[속보] 시진핑, 7년 만에 北 국빈방문…전용기로 베이징서 출발",World
"이란-이스라엘, 휴전 뒤 첫 폭격 교환… 100일째 중동 전쟁 고비",World
“트럼프 팔순에 열릴 UFC 경기 막아야”… 행사 중단 소송 제기,World
"""캄보디아 범죄단지, 1년새 53→86곳으로 늘어""",World
日 1분기 GDP 0.5% 성장…4월 경상수지 흑자 64.9% 증가,World
"中 희토류 日 수입량 80%가량 급감…""수출 통제 영향""",World
"SIPRI, 북한 보유 핵탄두 추정치 50→60기로 상향",World
"그린란드도 부족했나…트럼프, 이번엔 인도양 섬 매입 검토",World
필리핀 민다나오 남쪽해역서 규모 7.8 강진…최소 15명 사망(종합2보),World
"日, 한국에 수산물 수입 재개 협의 제안했지만...답변 못받아",World
"‘협상 낙관’ 트럼프 보란 듯, 치고받은 이란-이스라엘…휴전 MOU 암울",World
"트럼프 ""10일까지 합의 가능…결정권은 나에게""",World
"시진핑, 평양 도착…北, 김일성 광장서 성대한 환영 행사 열어",World
"그린란드도 부족했나…트럼프, 이번엔 인도양 섬 매입 검토",World
김정은 부부 공항서 시진핑 영접…김일성 광장에는 백마,World
"막히면 시간당 6천억 손해, 이란戰에 뜬 홍해 관문 '수에즈'[더 초크포인트]",World
농부가 우물 팠는데 ‘석유’ 나왔다…브라질서 화제 [여기는 남미],World
7년새 달라진 시진핑 기고문…한반도평화 대신 '반패권 연대',World
"1만2000p 간다던 골드만삭스 ""코스피 급락은 기술적 조정""",World
“더 이상 못 버틴다”… 쿠바 떠나는 외국 기업들,World
"[월드 이슈] ‘석탄 살리기’에 1조 원…트럼프의 역주행, 왜?",World
선명해지는 북한의 核 능력,World
"트럼프 1기 안보보좌관 볼턴 ""이란과 잘못된 협상, 핵경쟁 촉발""",World
"개전 100일, 이스라엘 “표적 공습”…이란 “가혹한 대응”",World
"시진핑 평양행, 북·러 밀착에 가려진 중국의 '북한 딜레마' 실체와 트럼프의 카드 [스프]",World
"이란-이스라엘, 휴전 뒤 첫 폭격 교환… 100일째 중동 전쟁 고비",World
美 ‘트럼프급 군함’ 함대 구축 험로…건조 설비 부족·中 항모 킬러에 취약,World
"누구도 예상못한 北호황…""러 군사협력·中물자 덕 수년래 최고""",World
우파 후지모리·좌파 산체스 피 마른다…페루 대선 초박빙(종합2보),World
"日육상자위대, 최대 실사격 훈련…'반격 미사일' 첫 공개",World
"유럽에 핵우산 씌운다는 프랑스, 가용 핵탄두 290기뿐",World
김일성광장서 시진핑 환영식…김정은과 함께 금수산영빈관 이동,World
"트럼프 “네타냐후, 이란에 보복시 3000년 전쟁 계속…모든 결정은 내가” 전쟁 지도부 엇박자",World
"""AI 호황 수익, 국민에게 나눈다""…OpenAI·백악관 1년 넘게 논의",World
"이스라엘, 이란이 본토 때리자 즉각 보복…트럼프 “합의 무산 원치 않아”",World
트럼프 만류에도 이란 추가 공격한 네타냐후···트럼프의 영향력 시험대에,World
"이란 매체 ""이스라엘, 마흐샤흐르 석유화학단지 공습""",World
"시진핑 부부, 환영식 후 금수산영빈관 이동…김정은 부부 동행",World
"“싸고 빨리 온다”…한국 K9, 나토가 찾는 자주포 된 이유 [밀리터리+]",World
"FT ""한국, 세계 경제 승자로 부상…칩 팔고 탱크·화장품도 판다""",World
"전후 독일 '극우 금기' 흔들리나…獨 네오나치 계열 후보, 시장 선거 초박빙",World
트럼프 “네타냐후는 선택지 없어…모든 것 내가 결정”,World
"중국발 쇼크 덮쳤다…""공장 멈출 판"" 일본 기업들 '초비상' [도쿄나우]",World
시진핑 평양 도착…김정은 직접 영접·최고 예우,World
"미국, 인도양 전략적 요충지 차고스 제도 매입 추진",World
"젤렌스키·E3 정상, 러우전쟁 종식 5대 조건 제시···“전쟁 끝내고 외교로”",World
"넥슨, 네이버 치지직과 'FC 온라인' 연계 콘텐츠 공개",IT
"네이버·엔비디아, 초대형 AI 팩토리 구축…韓 기업 최초 '네모트론' 합류",IT
"과기정통부, ‘카카오 파업’ 대비 점검회의 개최",IT
"""고생했어, 천리안 1호""…韓 최초 정지궤도 인공위성, '역사 속으로'",IT
"“연어 대신 미세조류”…그래비티, PDRN 탈모샴푸 내놨다",IT
항암제 내성 전이암 잡는 신물질 발견…정상세포 손상은 최소화,IT
"변대석 삼성전자 기술임원 출신, 한국나노기술원 제8대 원장 9일 취임",IT
"“AI를 동료처럼”...SK AX, 머서와 손잡고 AI기반 HR 혁신 나선다",IT
"[유미's 픽] 엔비디아 손잡은 두산, 로봇 넘어 AI 인프라로…DDI 역할 커지나",IT
젠슨 황의 'AI 팩토리' 파트너 된 네이버·SK…이유는?,IT
스타벅스코리아 새 대표에 '신동우' 전무...구원투수 될까,IT
"KAIST가 키운 '미세조류 PDRN'…그래비티 샴푸, 탈모시장 공략 강화",IT
코스피·코스닥 동반 서킷브레이커…올해들어 두 차례,IT
"""스페이스X, 나는 안 사""…'밸류 분석 대가'가 거부한 이유",IT
"엔비디아·SK하이닉스 ‘깐부’ 선언… 윈윈 전략이지만, ‘황금 족쇄’ 우려도",IT
"""고생했어, 천리안 1호""…韓 최초 정지궤도 인공위성, '역사 속으로'",IT
"韓 첫 정지궤도위성 천리안 1호, 16년 임무 마치고 '위성 무덤' 안착",IT
"한미반도체, SK하이닉스에 'HBM4' TC본더 장비 수주…442억 규모 [반도체레이다]",IT
스페이스X 최대 25% 담는다…ETF별 차이는,IT
"SK하이닉스, 한미반도체에 TC본더 442억원 발주…HBM4 생산 확대 본격화",IT
2주 사용했더니 빠지는 머리카락 73%↓…샴푸의 반란인가,IT
"수고했어, 천리안 1호…16년 16억㎞ 비행 마치고 공식 은퇴",IT
젠슨 황 만나 실리 톡톡히 챙긴 LG... 가전업체서 로봇기업으로 이미지 변신,IT
GTA 6 피하자…게임업계 대작 출시 10월로 몰린다,IT
"천리안위성 1호, 16년 임무 마치고 '무덤 궤도' 안착",IT
"한성숙 중기부 장관, '두 번째 여성 총리' 문턱에 서다",IT
"""수고했다"" 천리안위성 1호…16년 임무 마치고 무덤 궤도 안착",IT
"한미반도체, SK하이닉스와 442억원 규모 TC본더 공급 계약",IT
"지투지바이오, 당뇨병학회서 차세대 비만약 장기지속형 가능성 공개",IT
"""올해 강한 태풍 가능성 높다…'온난화+엘니뇨' 지난해와 달라""",IT
휴온스글로벌 “합병신주 30% 일반주주에 현물배당할 것”…주주환원책 발표,IT
"""갤럭시S26 FE, 카메라 디자인 다르네""…실물 이미지 유출",IT
"국내 첫 정지궤도 위성 ‘천리안 1호’, 16년 임무 마치고 무덤 궤도 진입",IT
"최태원-젠슨황 ""AI는 이제 시작 단계"" 한 목소리",IT
"한미반도체, 442억 SK하이닉스 HBM4 본딩 장비 수주",IT
"[기획]LG·현대차·두산…韓 제조업, 엔비디아 피지컬 AI 실증 기지로",IT
"네이버-엔비디아, 기가와트급 초대형 AI 팩토리 구축 합의",IT
"""기술 로드맵도 함께""... AI 인프라 기업 기회 잡은 SK, 제품 수요처 확보한 엔비디아",IT
"정용진 회장, 이마트·신세계프라퍼티 대표 맡는다...""책임경영""",IT
"[제조, 브랜드가 되다]엠에스푸드의 '광고비 7배 매출' 자사몰 전략",IT
네이버 품은 엔비디아…삼성·SK 잇는 'K-AI 동맹' 핵심축 부상,IT
제주 바다 규조류 추출물로 샴푸 개발…2주 쓰니 탈락 모발 73% 감소,IT
미국이 막았는데 영국이 열어줬다…화웨이 유럽 진출의 숨은 이야기,IT
"SK하이닉스, 한미반도체 TC본더 442억원 발주…""HBM4 생산 확대""",IT
